"nama","kode_rs","tempat_tidur","telepon","lokasi.lat","lokasi.lon","alamat","tipe","wilayah"
"RS HERMINA SERPONG","3674014",  71,"(021) 75884999", -6.34634200,106.68571700,"JALAN RAYA PUSPIPTEK NO.KM 1 NO 99, BUARAN, KEC. SERPONG, KOTA TANGERANG SELATAN, BANTEN 15310","","KOTA TANGERANG SELATAN, BANTEN"
"RS BETHSAIDA","3603181", 110,"(021) 29309999", -6.25488100,106.62234400,"JALAN BOULEVARD RAYA GADING SERPONG KAV. 29 CURUG SANGERENG KELAPA DUA, GADING, KEC. SERPONG, TANGERANG, BANTEN 15810","","TANGERANG, BANTEN"
"RS UMUM DAERAH PAKUHAJI","3603191",  35,"(021) 59378771", -6.07063900,106.59215700,"JL. RAYA PAKUHAJI NO.88, PAKUHAJI, KECAMATAN PAKUHAJI, TANGERANG, BANTEN 15570","","TANGERANG, BANTEN"
"RSUP DR. SITANALA TANGERANG","3671032", 159,"(021) 5523059", -6.16260000,106.63400000,"JL. DR SITANALA NO. 99 KOTA TANGERANG","","KOTA TANGERANG, BANTEN"
"RS UMUM BUN","3603183",  42,"(021) 29031299", -6.08160300,106.69699300,"JL. RAYA KOSAMBI TIMUR NO.2 RT. 011/004","","TANGERANG, BANTEN"
"RSU KELUARGA KITA","3603176",  64,"(021) 59491011", -6.25162900,106.56208800,"JL. RAYA PLP CURUG KM. 4 NO. 8 CURUG","","TANGERANG, BANTEN"
"RS PONDOK INDAH BINTARO JAYA","3674018",  88,"(021) 80828888", -6.27163700,106.69714400,"CBD EMERALD BLOK CE/C NO. 01, BOULEVARD BINTARO JAYA","","KOTA TANGERANG SELATAN, BANTEN"
"RS IBU DAN ANAK DHIA","3674011",  24,"(021) 7494550", -6.29504400,106.73428900,"JL. CENDRAWASIH RAYA NO.90, SAWAH LAMA, KEC. CIPUTAT, KOTA TANGERANG SELATAN, BANTEN 15413","","KOTA TANGERANG SELATAN, BANTEN"
"RS UMUM BERKAH PANDEGLANG","3601010", 226,"(0253) 202077", -6.32999900,106.07505200,"JL. RAYA LABUAN NO.KM. 5, CIKONENG, KEC. KADUHEJO, KABUPATEN PANDEGLANG, BANTEN 42271","","PANDEGLANG, BANTEN"
"RS UMUM  WILUJENG","3506063",  73,"0812-3584-6900", -7.73084000,112.11818100,"JL. JOYOBOYO NO.4 PADANGAN, KEC. KAYEN KIDUL, KEDIRI, JAWA TIMUR 64183","","KEDIRI, JAWA TIMUR"
"RS SARI ASIH SANGIANG","3671209", 123,"(021) 5582732", -6.17000000,106.60094600,"JL. MOH. TOHA NO.18, RT.004/RW.005, PERIUK, KEC. PERIUK, KOTA TANGERANG, BANTEN 15131","","KOTA TANGERANG, BANTEN"
"RS PREMIER BINTARO","3674102", 179,"(021) 27625500", -6.27603600,106.72337200,"JL. MOH. HUSNI THAMRIN NO.1, PD. JAYA, KEC. PD. AREN, KOTA TANGERANG SELATAN, BANTEN 15224","","KOTA TANGERANG SELATAN, BANTEN"
"RS SARI ASIH CILEDUG","3671205", 140,"(021) 7333430", -6.22808600,106.71861600,"JL.HOS COKRO AMINOTO NO.38 CILEDUG KOTA TANGERANG","","KOTA TANGERANG, BANTEN"
"RS IBU DAN ANAK AVISENA","3171083",  20,"(021) 5853916", -6.23204000,106.76257100,"JL. H. ROHIMIN NO. 30, RT.10/RW.3, ULUJAMI, PESANGGRAHAN, RT.10/RW.3, ULUJAMI, KEC. PESANGGRAHAN, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12250","","JAKARTA SELATAN, DKI JAKARTA"
"RS BERGERAK BADAU KAPUAS HULU","6108012",   0,"",  0.94667600,111.90455400,"JL.LINTAS BADAU NA.KANTUK DUSUN PERUMBANG DESA KEKURAK, KEC. BADAU KAB. KAPUAS HULU PROVINSI KALIM","","KAPUAS HULU, KALIMANTAN BARAT"
"RS UMUM PERMATA HATI METRO","1872064",  45,"(0725) 47874", -5.11409800,105.31361900,"JL. AH NASUTION NO.34-36, YOSOREJO, KEC. METRO TIM., KOTA METRO, LAMPUNG 34124","","KOTA METRO, LAMPUNG"
"RSIA PERMATA SARANA HUSADA","3674003",  22,"(021) 7407421", -6.34450700,106.73365400,"PAMULANG PERMAI BLOK D III NO. 1, JL. PAMULANG RAYA NO.2, PAMULANG BAR., KEC. PAMULANG, KOTA TANGERANG SELATAN, BANTEN 15417","","KOTA TANGERANG SELATAN, BANTEN"
"RS KHUSUS THT-BEDAH KL PROKLAMASI BSD","3603201",  25,"(021) 29002925", -6.29587200,106.66842500,"JALAN COMMERCIAL PARK CENTRAL BUSINESS OF DISTRICT BSD KAV NO, RW.7, LENGKONG GUDANG, KEC. SERPONG, TANGERANG, BANTEN 15321","","KOTA TANGERANG, BANTEN"
"RS PUPUK KALTIM PRIMA SANGATA","6404044",  43,"(0549) 2026123",  0.49328700,117.52860200,"JL. YOS SUDARSO I NO.01, SANGATTA UTARA, KABUPATEN KUTAI TIMUR, KALIMANTAN TIMUR 75683","","KUTAI TIMUR, KALIMANTAN TIMUR"
"RS IBU DAN ANAK SAYANG BUNDA","3278016",  25,"(021) 88983843", -6.17795700,107.01263600,"PD. UNGU PERMAI SEKTOR V NO.22-26, BAHAGIA, KEC. BABELAN, BEKASI, JAWA BARAT 17125","","BEKASI, JAWA BARAT"
"RS IBU DAN ANAK KIRANA MANADO","7171095",  27,"",  1.48877700,124.84755200,"JL. JENDRAL SUDIRMAN NO.78, PINAESAAN, KEC. WENANG, KOTA MANADO, SULAWESI UTARA","","KOTA MANADO, SULAWESI UTARA"
"RS UMUM USADA","3515123",  20,"(031) 5018335", -7.18299000,112.76162700,"JL. MAYJEN PROF. DR. MOESTOPO NO.31-35, PACAR KELING, KEC. TAMBAKSARI, KOTA SBY, JAWA TIMUR 60131","","KOTA SURABAYA, JAWA TIMUR"
"RS UMUM IBNU SINA BOJONEGORO","3522061", 112,"(0353) 883238", -7.15217900,111.90153400,"JL. LISMAN NO.7 CAMPUREJO","","BOJONEGORO, JAWA TIMUR"
"RS IBU ANAK HIDAYAH IBU","1803034",  18,"(0727) 322195", -5.72991800,105.58884900,"JL. KESUMA BANGSA KEL. WAY URANG KEC. KALIANDA","","LAMPUNG SELATAN, LAMPUNG"
"RS IBU DAN ANAK MUTIARA HATI","1810004",  29,"(0729) 7330324", -5.38226600,105.02116100,"JL. RAYA TAMBAK SARI NO.KM.36 NO.15, TAMBAK REJO, KEC. GADING REJO, KABUPATEN PRINGSEWU, LAMPUNG 35372","","PRINGSEWU, LAMPUNG"
"RS UMUM STELLA MARIS","1214011",  60,"0823-6819-6800",  0.57137500, 97.82001500,"JL.MGR. ALBERTUS SOEGIJAPRANATA, BINTANG LAUT, TELUKDALAM, PS. TLK. DALAM, TLK. DALAM, KABUPATEN NIAS SELATAN, SUMATERA UTARA 22865","","NIAS SELATAN, SUMATERA UTARA"
"RS UMUM ASSAKINAH MEDIKA","3515127",  33,"(031) 8832354", -7.41411600,112.67413800,"JL. RAYA KEBON AGUNG NO.65, SAMBANG, KEBONAGUNG, KEC. SUKODONO, KABUPATEN SIDOARJO, JAWA TIMUR 61258","","SIDOARJO, JAWA TIMUR"
"RS UMUM WAVA HUSADA KESAMBEN","3505044",  28,"(0342) 331999", -8.14881900,112.36610700,"JL. RAYA KESAMBEN JUGO, KESAMBEN, KAB. BLITAR","","BLITAR, JAWA TIMUR"
"RS IBU DAN ANAK MAMA","1671348",  25,"(0711) 357351", -2.97550100,104.74085800,"JL LEMBING BLOK F NO  15 KOMPLEK KAMPUS","","KOTA PALEMBANG, SUMATERA SELATAN"
"RS UMUM SATITI PRIMA HUSADA","3504069",  27,"(0355) 591637", -8.14016900,111.98097400,"BALEKAMBANG, BALESONO, KEC. NGUNUT, KABUPATEN TULUNGAGUNG, JAWA TIMUR 66292","","TULUNGAGUNG, JAWA TIMUR"
"RS IBU DAN ANAK HARAPAN BUNDA","3319023",  34,"(0291) 4248288", -6.79871100,110.80886600,"JL KUDUS JEPARA KM 4 GARUNG LOR KALIWUNGU KUDUS","","KUDUS, JAWA TENGAH"
"RS UMUM DAERAH GANDUS PALEMBANG","1671350",  30,"", -3.01444800,104.69005000,"JL. SOFYAN KENAWAS GANDUS PALEMBANG","","KOTA PALEMBANG, SUMATERA SELATAN"
"RS MUSI MEDIKA CENDIKIA","1671342",  38,"(0711) 446272", -2.97982800,104.72402900,"JL. DEMANG LEBAR DAUN RT.035 RW.010 ILIR BARAT I KEC. DEMANG LEBAR DAUN","","KOTA PALEMBANG, SUMATERA SELATAN"
"RS KHUSUS BEDAH HALIMUN","3171802",  18,"(021) 8311361", -6.20616000,106.83401400,"JL. HALIMUN RAYA NO. 9 GUNTUR - SETIABUDI JAKARTA SELATAN","","JAKARTA SELATAN, DKI JAKARTA"
"RS UMUM BHAKTI BUNDA","3507113",  25,"(0341) 552955", -7.95298100,112.61947700,"JL. MAYJEN PANJAITAN NO. 176 KEL. PENANGGUNGAN KEC. KLOJEN","","MALANG, JAWA TIMUR"
"RS UMUM ASRI MEDIKA","3216397",  23,"(021) 89142968", -6.27703200,107.18121500,"JL. CHEMCO SELATAN NO.3, SIMPANGAN, KEC. CIKARANG UTARA","","BEKASI, JAWA BARAT"
"RS KUSTA DAN CACAT UMUM BUNDA PEMBANTU ABADI","5305024",  50,"0813-3910-3017", -9.60562600,124.59943400,"NUSA TENGGARA TIM., 85631, NAOB, NOEMUTI TIM., KABUPATEN TIMOR TENGAH UTARA, NUSA TENGGARA TIM.","","TIMOR TENGAH UTARA, NUSA TENGGARA TIMUR"
"RS UMUM ASRI PURWAKARTA","3214033", 100,"(0264) 211680", -6.51424800,107.45450000,"JL. VETERAN NO. 15","","PURWAKARTA, JAWA BARAT"
"RS IBU DAN ANAK DIAN PERTIWI","3313042",  25,"(0271) 494829", -7.58689900,110.92083400,"JL. RAYA SOLO-TAWANGMANGU, PANDES, PAPAHAN, KEC. TASIKMADU, KABUPATEN KARANGANYAR, JAWA TENGAH 57722","","KARANGANYAR, JAWA TENGAH"
"RS UMUM DAERAH KABUPATEN MUNA BARAT","7402011",  16,"", -4.79806400,122.41942600,"JL. POROS LAGADI - TONDASI KM.25  KEC. TIKEP KAB. MUNA BARAT","","MUNA BARAT, SULAWESI TENGGARA"
"RS  JIWA SUNGAI LIAT","1901020", 107,"", -1.87563300,106.11623700,"JL. JENDERAL SUDIRMAN, PARIT PADANG, SUNGAI LIAT, KABUPATEN BANGKA, KEPULAUAN BANGKA BELITUNG 33215","","BANGKA, KEPULAUAN BANGKA BELITUNG"
"RS UMUM MAHYUZAHRA","1610004",  27,"0812-7242-5072", -3.24008600,104.66728800,"JL.RAYA LINTAS TIMUR KM.35,5 INDRALAYA","","OGAN ILIR, SUMATERA SELATAN"
"RS IBU DAN ANAK SUKMA BUNDA","1376016",  25,"(0752) 95871", -0.24417700,100.61322500,"JL. SOEKARNO-HATTA KELURAHAN BULAKAN BALAI KANDI KECAMATAN PAYAKUMBUH BARAT","","KOTA PAYAKUMBUH, SUMATERA BARAT"
"RS IBU DAN ANAK AL HASANAH","3577052",  36,"(0351) 463173", -7.61908900,111.53221400,"JL. SRI REJEKI NO.91B, SUKOSARI, KEC. KARTOHARJO, KOTA MADIUN, JAWA TIMUR 63119","","MADIUN, JAWA TIMUR"
"RS IBU DAN ANAK HERAWATY","6472129",  25,"0541272799", -0.52192600,117.11629000,"JL. UNTUNG SURAPATI NO 2 RT 56","","KOTA SAMARINDA, KALIMANTAN TIMUR"
"RS RAFFLESIA BENGKULU","1771036",  68,"(0736) 21710", -3.79680500,102.27038800,"NO.10, PADANG JATI, RATU SAMBAN, PADANG JATI, KEC. RATU SAMBAN, KOTA BENGKULU, BENGKULU 38222","","KOTA BENGKULU, BENGKULU"
"RS IBU DAN ANAK ANUGRAH","6112002",  37,"0821-4866-3619", -0.08421200,109.34957800,"JL. SUNGAI RAYA NO. 43, KECAMATAN SUNGAI RAYA","","KUBU RAYA, KALIMANTAN BARAT"
"RS MATA NUSA TENGGARA BARAT","5271103",   0,"", -8.58252800,116.11177500,"JL. SELAPARANG NO. 40A, KELURAHAN MAYURA, KEC. CAKRANEGARA, KOTA MATARAM","","KOTA MATARAM, NUSA TENGGARA BARAT"
"RS IBU DAN ANAK DEFINA","7208012",  35,"", -0.79703300,120.16328000,"JL. TRANS SULAWESI NO.114, KAMPAL, PARIGI, KABUPATEN PARIGI MOUTONG, SULAWESI TENGAH 94471, INDONESIA","","PARIGI MOUTONG, SULAWESI TENGAH"
"RS ARIA SENTRA MEDIKA","3674009",  35,"(021) 7499199", -6.31596800,106.74202600,"JL. ARIA PUTRA D NO.9, KEDAUNG, KEC. PAMULANG, KOTA TANGERANG SELATAN, BANTEN 15415","","KOTA TANGERANG SELATAN, BANTEN"
"RS BERSALIN BUNDA LESTARI","3603174",   0,"(021) 5513853", -6.15106900,106.62866000,"JL. SINDANGSANA,, RT.001/RW.004, NEGLASARI, KEC. NEGLASARI, KOTA TANGERANG, BANTEN 15129","","KOTA TANGERANG, BANTEN"
"RS IBU DAN ANAK PERMATA HATI","7371413",  36,"0852-5626-9670", -5.13229800,119.50224600,"JL. TAMALANREA RAYA (POROS BTP) BLOK 10M NO.9-10","","KOTA MAKASSAR, SULAWESI SELATAN"
"RS KHUSUS MATA PERMANA SARI","1871223",  28,"(0721) 261432", -5.42170500,105.26210500,"JALAN BOUGENVILLE 1 RAWA LAUT,ENGGAL, ENGGAL, ENGAL, KOTA BANDAR LAMPUNG, LAMPUNG 35213","","KOTA BANDAR LAMPUNG, LAMPUNG"
"RS MAMAMI","5371054",  50,"0811-3811-012",-10.15354700,123.60894600,"JL. MONGONSIDI NO 3, KOTA KUPANG","","KUPANG, NUSA TENGGARA TIMUR"
"RS IBU DAN ANAK DEDARI","5371047",  46,"(0380) 826774",-10.16524000,123.62778500,"JL. RANTAI DAMAI NO 69 D TDM, KUPANG","","KUPANG, NUSA TENGGARA TIMUR"
"RS UMUM SUMEKAR","3529029",  75,"(0328)673474", -7.02902000,113.86414600,"JL.ARYA WIRARAJA NO 99 LINGKAR TIMUR DESA KOLOR KEC KOTA SUMENEP","","SUMENEP, JAWA TIMUR"
"RS KHUSUS BEDAH KARTIKA DOCTA","1371463",  25,"(0751) 4481278", -0.92194100,100.36674800,"JL. GAJAH MADA NO.14 GUNUNG PANGILUN PADANG","","PADANG PARIAMAN, SUMATERA BARAT"
"RS UMUM DHARMA IBU TERNATE","8271031",  59,"(0921) 3121951 EXT. 3127922",  0.78689000,127.38726200,"JL. ARNOLD MONONUTU, TANAH RAJA, TERNATE TENGAH, KOTA TERNATE, MALUKU UTARA","","KOTA TERNATE, MALUKU UTARA"
"RS IBU DAN ANAK AMANDA","3504074",  26,"(0355) 325587", -8.07528300,111.91519500,"JL. MAYOR SUJADI NO. 38 TULUNGAGUNG","","TULUNGAGUNG, JAWA TIMUR"
"RS GIGI DAN MULUT LADOKGI TNI AL YOS SUDARSO","7371427",   2,"(0411) 3616956", -5.11564600,119.41500500,"JL. SATANDO NO. 25 MAKASSAR","","KOTA MAKASSAR, SULAWESI SELATAN"
"RS UMUM ASY-SYIFA MEDIKA","1812002",  38,"(0726) 7575426", -4.63145400,105.08646600,"DAYA ASRI RT/RW 002/002 KECAMATAN TUMIJAJAR TULANG BAWANG BARAT","","TULANG BAWANG BARAT, LAMPUNG"
"RS KHUSUS IBU DAN ANAK FAJAR","3471378",  15,"(0274) 376262", -7.80865500,110.35007400,"JL BUGISAN NO. 6-8 RT 007 RW 001 PATANGPULUHAN WIROBRAJAN","","KOTA YOGYAKARTA, DAERAH ISTIMEWA YOGYAKARTA"
"RS AZIZAH","1872066",  30,"(0725) 7852222", -5.10977000,105.30958600,"JL. HANAFIAH NO. 6475 KEL. IMOPURA METRO PUSAT","","KOTA METRO, LAMPUNG"
"RS UMUM LINA","1208060",  25,"(0623) 3560270",  2.65705300, 99.62866400,"JL. LINTAS SUMATERA AEK LOBA PEKAN LINGK II","","ASAHAN, SUMATERA UTARA"
"RS MATA BANDUNG EYE CENTER","3204130",  25,"(022) 73514682", -6.93767500,107.62369632,"JL. BUAH BATU NO.147 KEL. TURANGGA KEC. LENGKONG KOTA BANDUNG","","BANDUNG, JAWA BARAT"
"RS UMUM  INDAH","1409013",  68,"(0765) 552208",  1.68514800,100.41838000,"JL JENDERAL SUDIRMAN NO. 2 BAGAN BATU","","ROKAN HILIR, RIAU"
"RS DR. AGUNG","5206030",  56,"(0374) 43166", -8.47368600,118.76347900,"JL. IR. SUTAMI NO. 1 RABA DOMPU","","BIMA, NUSA TENGGARA BARAT"
"RS JANTUNG BINA WALUYA","3172752",   0,"(021) 87781605", -6.30805800,106.87075600,"JL. TB SIMATUPANG NO.71, RT.11/RW.5, RAMBUTAN, KEC. CIRACAS, KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA 13750","","JAKARTA TIMUR, DKI JAKARTA"
"RS UMUM KUSUMA UNGARAN","3322073",  68,"(024) 76917919", -7.13651457,110.41156559,"JL. LETJEN SUPRAPTO NO 62 UNGARAN","","SEMARANG, JAWA TENGAH"
"RS UMUM NURUL HASANAH","1104012",  76,"(0629) 522561",  3.49575800, 97.80855800,"JL. A. YANI NO. 23 PULO KEMIRI KUTACANE","","ACEH TENGGARA, ACEH"
"RS UMUM ELPI AL AZIS","1207066",  67,"(0624) 2600380",  2.11286800, 99.81593900,"JL WR. SUPRATMAN","","BATU BARA, SUMATERA UTARA"
"RS IBU DAN ANAK MELINDA","3571148",  15,"(0354) 691016", -7.80948390,112.01226502,"JL. BALOWERTI II NO. 59 KOTA KEDIRI","","KEDIRI, JAWA TIMUR"
"RS IBU DAN ANAK FATIMAH LAMONGAN","3512035",  45,"(0322) 322155", -7.12065900,112.40214100,"JL. PAHLAWAN SELATAN NO. 18","","LAMONGAN, JAWA TIMUR"
"RS UMUM AGHISNA MEDIKA KROYA","3301108",  50,"(0282) 492260", -7.63687100,109.24839800,"JL. YOS SUDARSO NO. 1 KARANGMANGU KROYA","","CILACAP, JAWA TENGAH"
"RS IBU DAN ANAK RIKA AMELIA","1671324",  35,"(0711) 432429", -2.91384800,104.69557300,"JL. SULTAN MACHMUD BADARUDDIN II NO. 18 RT. 17 RW. 04 KEL. ALANG-ALANG LEBAR KM 11","","KOTA PALEMBANG, SUMATERA SELATAN"
"RS KHUSUS  MATA PEKANBARU EYE CENTER","1471391",  24,"(0761) 7875191",  0.47646900,101.41909200,"JL SOEKARNO HATTA NO 236 PEKANBARU","","KOTA PEKANBARU, RIAU"
"RS UMUM ARMINA MADINA","1202029",   0,"(0636) 321012",  0.86480100, 99.56253700,"JL MERDEKA NO. 23 KAYU JATI - PANYABUNGAN","","MANDAILING NATAL, SUMATERA UTARA"
"RS IBU DAN ANAK WIDANINGSIH","3278017",  20,"(0265) 334154", -7.32940674,108.23211670,"JL. SUTISNA SENJAYA NO 130 TAWANG KOTA TASIKMALAYA","","TASIKMALAYA, JAWA BARAT"
"RS UMUM PRIMA MEDIKA","3327045",  79,"(0284) 324221", -6.88535900,109.39325300,"JL. SLAMET RIYADI NO.321, MULYOHARJO, KEC. PEMALANG, KABUPATEN PEMALANG, JAWA TENGAH 52313","","PEMALANG, JAWA TENGAH"
"RS UMUM DAERAH DATU PANCAITANA","7308059",  47,"(0481) 25252", -4.56227400,120.33138800,"BIRU, TANETE RIATTANG, KABUPATEN BONE, SULAWESI SELATAN 92714","","BONE, SULAWESI SELATAN"
"RS UMUM MUTIARA HATI","3213044",  38,"(0260) 451828", -6.36239700,107.79618200,"JL. RAYA SUBANG - PAGADEN KM. 13, SUKAMULYA, PAGADEN, SUKAMULYA, KEC. PAGADEN, KABUPATEN SUBANG, JAWA BARAT 41252","","SUBANG, JAWA BARAT"
"RS IBU DAN ANAK MUTIARA BUNDA","1371460",  24,"(0751) 7054076", -0.91731100,100.35045100,"JL. S. PARMAN NO.142 PADANG","","PADANG PARIAMAN, SUMATERA BARAT"
"RSIA PERMATA BUNDA","6106021",  33,"(0534) 3036076", -1.82754200,109.97881300,"JLN. BRIGJEN KATAMSO NO 7, SUKAHARJA, KEC. DELTA PAWAN KETAPANG","","KETAPANG, KALIMANTAN BARAT"
"RS UMUM DAERAH KABUPATEN KONAWE KEPULAUAN","7412002",  25,"", -4.02455400,122.99073600,"JL. POROS PELABUHAN LANGARA KELURAHAN LANGARA, KEC. WAWONII BARAT, KAB. KONAWE KEPULAUAN","","KONAWE KEPULAUAN, SULAWESI TENGGARA"
"RS PRATAMA TUGU JAYA","1602015",   0,"", -3.79990400,104.89700200,"JL. LINTAS TIMUR, DESA TUGU JAYA, KECAMATAN LEMPUING JAYA, OGAN KOMERING ILIR","","OGAN KOMERING ILIR, SUMATERA SELATAN"
"RS IBU DAN ANAK VITALAYA","3674015",  25,"(021) 7497195", -6.34548200,106.71532000,"JL. SILIWANGI RAYA NO. 1 PAMULANG","","KOTA TANGERANG SELATAN, BANTEN"
"RS UMUM AL FUADI","1276078", 101,"(061) 8828919",  3.60281981, 98.48642940,"JL AHMAD YANI NO 23","","KOTA BINJAI, SUMATERA UTARA"
"RS MATA FATMA","3515136",  25,"", -7.35307500,112.69141700,"JL. RAYA KALIJATEN NO.40, KALIJATEN TIMUR, KALIJATEN, KEC. TAMAN, KABUPATEN SIDOARJO, JAWA TIMUR 61257","","SIDOARJO, JAWA TIMUR"
"RS IBU DAN ANAK MUKTI HUSADA","3528026",  36,"", -7.15753938,113.47450881,"JL. KABUPATEN NO. 68 PAMEKASAN","","PAMEKASAN, JAWA TIMUR"
"RS LOTIM MEDICAL CENTER","5203025",  59,"(0376) 23888", -8.65260400,116.51935400,"JL. PEJANGGIK, PEJANGGIK, KEC. MATARAM, KOTA MATARAM, NUSA TENGGARA BAR.","","KOTA MATARAM, NUSA TENGGARA BARAT"
"RS UMUM ROSELA","3215164",  53,"(0267) 8637208", -6.33455600,107.27336900,"JL. INTERCHANGE TOL KARAWANG BARAT NO.3, WADAS, KEC. TELUKJAMBE TIM., KABUPATEN KARAWANG, JAWA BARAT 41361","","KARAWANG, JAWA BARAT"
"RS IBU ANAK ASY SYIFA","6404047",  12,"(0549) 21050",  0.49839000,117.53277200,"JL. YOS SUDARSO II NO. 82 - 83 SANGATTA","","KUTAI TIMUR, KALIMANTAN TIMUR"
"RS KHUSUS IBU DAN ANAK QURRATA A'YUN","6472121",  28,"(0541) 282816", -0.46217172,117.18363642,"JL D.I.PANJAITAN NO.77","","KOTA SAMARINDA, KALIMANTAN TIMUR"
"RS GIGI DAN MULUT PS. PENDIDIKAN DOKTER GIGI FAK.","7171101",   0,"(0431) 7192967",  1.49025509,124.84371154,"JL. SUTOMU, KELURAHAN PINAESAAN, KEC.WENANG","","KOTA MANADO, SULAWESI UTARA"
"RS BERSALIN PASUTRI","3271162",  26,"(0251) 8349707", -6.55886300,106.79724800,"JL. MERAK NO.3 TANAH SAREAL KOTA BOGOR","","BOGOR, JAWA BARAT"
"RS IBU DAN ANAK GIZAR","3216424",  17,"(021) 89677239", -6.34160000,107.11903300,"VILLA MUTIARA CIKARANG 1 NO. 3,5 DAN 6, JALAN VILLA MUTIARA CIKARANG, CIANTRA, CIKARANG SELATAN, SUKADAMI, CIKARANG SEL., BEKASI, JAWA BARAT 17550","","BEKASI, JAWA BARAT"
"RS IBU DAN ANAK AL-IHSAN","1312025",  30,"0812-6670-8304",  0.08408000, 99.82175500,"LINGKUANG AUA, PASAMAN, KABUPATEN PASAMAN BARAT, SUMATERA BARAT 26566","","PASAMAN BARAT, SUMATERA BARAT"
"RS IBU DAN ANAK MILANO","1401012",  51,"(0760) 2524110", -0.54037000,101.55725300,"JL. PERINTIS KEMERDEKAAN, SIMPANG TIGA, KUANTAN TENGAH, KABUPATEN KUANTAN SINGINGI, RIAU 29566","","KUANTAN SINGINGI, RIAU"
"RS UMUM DAERAH KABUPATEN BUTON UTARA","7401024",  33,"0813-4171-4787", -4.75438500,123.17964400,"JL. POROS EREKE - BURANGA JL. POROS KALIBU, LOJI, KULISUSU BAR., KABUPATEN BUTON UTARA, SULAWESI TENGGARA 93672","","BUTON UTARA, SULAWESI TENGGARA"
"RS IBU ANAK  NORFA HUSADA","1406046",  25,"(0762) 21600",  0.34522800,101.02723600,"JL. MAYOR ALI RASYID, BANGKINANG, KEC. BANGKINANG, KABUPATEN KAMPAR, RIAU 28463","","KAMPAR, RIAU"
"RS UMUM N21 - GEMILANG","3308018",  43,"(0293) 782108", -7.57173600,110.25937100,"JL. DESA PABELAN NO.5, JAGALAN, PABELAN, MUNGKID, MAGELANG, JAWA TENGAH 56551","","MAGELANG, JAWA TENGAH"
"RS IBU DAN ANAK CEMPAKA AZ ZAHRA BANDA ACEH","1171146",  33,"(0651) 31066",  5.56712300, 95.32929500,"MULIA, KUTA ALAM, BANDA ACEH CITY, ACEH 23123","","KOTA BANDA ACEH, ACEH"
"RS IBU DAN ANAK AMANAH","3574068",  42,"(0335) 423487", -7.74350500,113.21388600,"JALAN DR MOH SALEH NO. 43, SUKABUMI, MAYANGAN, SUKABUMI, MAYANGAN, SUKABUMI, MAYANGAN, PROBOLINGGO CITY, EAST JAVA 67219","","PROBOLINGGO, JAWA TIMUR"
"RS KHUSUS IBU DAN ANAK PANTI NUGRAHA","3171216",  25,"(021) 7221171", -6.23644390,106.81596245,"JL. SENAYAN 26, RAWA BARAT KEBAYORAN BARU,JAKSEL","","JAKARTA SELATAN, DKI JAKARTA"
"RS JIWA DHARMAWANGSA","3171060",  44,"(021) 7394388", -6.25501300,106.80281600,"JL. DARMAWANGSA RAYA BLOK P/ II NO.13, JAKARTA SELATAN","","JAKARTA SELATAN, DKI JAKARTA"
"RS IBU DAN ANAK TINATAPURA","7271116",  20,"(0451) 422870", -0.88603900,119.87183800,"JL. RADEN SALEH 31 PALU","","KOTA PALU, SULAWESI TENGAH"
"RS IBU DAN ANAK HAJI","3579005",  33,"(0341) 591480", -7.87955900,112.52839800,"JL. AGUS SALIM NO.35, SISIR, KEC. BATU, KOTA BATU, JAWA TIMUR 65314","","KOTA BATU, JAWA TIMUR"
"RSU SALSABILA HUSADA","3507116",  40,"(0341) 397333", -8.13946300,112.53169500,"JL. RAYA JATIKERTO NO.305, CUPAK, JATIKERTO, KEC. KROMENGAN, MALANG, JAWA TIMUR 65165","","MALANG, JAWA TIMUR"
"RS KHUSUS MATA NUSANTARA","3171804",   0,"(021) 7516699", -6.29090800,106.78240100,"JL. R.A.KARTINI, RT.9/RW.10, PD. PINANG, KEC. KBY. LAMA, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12310","","JAKARTA SELATAN, DKI JAKARTA"
"RS UMUM DAERAH LUBAI ULU","1603088",  29,"0812-7878-8386", -3.73721219,104.20117705,"JL. RAYA PRABUMULIH BATU RAJA DESA KARANG AGUNG KECAMATAN LUBAI ULU, MUARA ENIM, SUMATERA SELATAN 31173","","MUARA ENIM, SUMATERA SELATAN"
"RS PRIMA HUSADA","3514059",  49,"(021) 7546263", -7.71151200,112.71459200,"JALAN CINERE RAYA BLOK F1 NO.1, RT.001/RW.015, CINERE, KEC. CINERE, KOTA DEPOK, JAWA BARAT 16514","","PASURUAN, JAWA TIMUR"
"RSUD MADISING","7315018",  50,"", -3.57191000,119.53662100,"BUNGI, DUAMPANUA, PINRANG REGENCY, SOUTH SULAWESI 91253","","PINRANG, SULAWESI SELATAN"
"RSUD PRATAMA DOGIYAI","9234003",  25,"", -2.41855880,108.49190860,"KAMPUNG EKIMANI DISTRIK KAMU UTARA KABUPATEN DOGIYAI PAPUA 98862","","DOGIYAI, PAPUA"
